account_id,company_name,industry,tier,arr,renewal_date,days_to_renewal,health_score,login_drop_rate,support_tickets,resolution_time_hours,payment_failures,nps_score,license_utilization,storage_utilization,feature_usage_score,churn_risk_label,upsell_opportunity_label,last_contact_date
ACC-1793,Company-1793,Finance,Pro,48825,2026-11-16,288,88,0.25,0,7,0,7,0.85,0.98,45,0,1,2025-12-30
ACC-1794,Company-1794,Healthcare,Enterprise,61723,2026-06-20,139,70,0.36,6,23,0,5,0.82,0.63,61,1,0,2026-01-08
ACC-1795,Company-1795,Retail,Enterprise,178305,2026-11-23,295,76,0.2,7,5,0,8,0.77,0.95,24,0,1,2025-12-24
ACC-1796,Company-1796,Technology,Basic,10740,2026-06-17,136,83,0.06,7,32,0,4,0.13,0.25,74,1,0,2026-01-22
ACC-1797,Company-1797,Finance,Pro,45909,2026-09-13,224,79,0.26,4,38,0,10,0.54,0.41,55,0,0,2025-12-11
ACC-1798,Company-1798,Healthcare,Basic,10510,2026-06-25,144,80,0.16,6,26,0,10,0.14,0.14,84,0,0,2025-12-16
ACC-1799,Company-1799,Finance,Enterprise,238853,2026-06-07,126,88,0.08,4,16,0,6,0.53,0.41,45,0,0,2026-01-10
ACC-1800,Company-1800,Finance,Pro,37019,2026-02-16,15,75,0.18,8,39,0,8,0.83,0.59,64,0,1,2025-12-19
ACC-1801,Company-1801,Finance,Basic,11529,2026-05-06,94,85,0.14,4,21,0,7,0.21,0.49,37,0,0,2025-12-09
ACC-1802,Company-1802,Healthcare,Basic,14434,2026-02-06,5,87,0.11,4,2,0,10,0.52,0.66,93,0,0,2025-12-15
ACC-1803,Company-1803,Manufacturing,Enterprise,128834,2026-04-05,63,80,0.21,5,23,0,7,0.27,0.99,70,0,1,2025-12-12
ACC-1804,Company-1804,Retail,Enterprise,97701,2026-05-14,102,79,0.39,1,24,0,10,0.88,0.4,23,0,1,2026-01-17
ACC-1805,Company-1805,Finance,Enterprise,137019,2026-10-14,255,51,0.39,5,38,1,4,0.94,0.32,57,1,0,2025-12-19
ACC-1806,Company-1806,Healthcare,Enterprise,50991,2026-09-28,239,80,0.08,8,2,0,10,0.91,0.64,75,0,1,2026-01-02
ACC-1807,Company-1807,Finance,Pro,46618,2026-10-28,269,65,0.38,8,25,0,10,0.31,0.56,46,0,0,2026-01-25
ACC-1808,Company-1808,Finance,Basic,5111,2026-08-24,204,95,0.07,1,44,0,6,0.82,0.82,71,0,1,2026-01-26
ACC-1809,Company-1809,Finance,Basic,9058,2026-11-22,294,84,0.21,3,27,0,9,0.48,0.33,50,0,0,2026-01-30
ACC-1810,Company-1810,Finance,Pro,21337,2026-10-09,250,89,0.19,1,35,0,10,0.39,0.24,88,0,0,2025-12-13
ACC-1811,Company-1811,Finance,Enterprise,221584,2027-01-09,342,78,0.4,1,11,0,8,0.44,0.42,87,0,0,2026-01-22
ACC-1812,Company-1812,Retail,Basic,13562,2026-10-04,245,59,0.5,8,30,0,9,0.38,0.28,66,1,0,2026-01-27
ACC-1813,Company-1813,Retail,Basic,9056,2026-09-29,240,82,0.04,8,32,0,4,0.12,0.77,53,1,0,2026-01-19
ACC-1814,Company-1814,Healthcare,Basic,16893,2026-03-02,29,69,0.31,8,35,0,7,0.15,0.2,59,0,0,2026-01-01
ACC-1815,Company-1815,Healthcare,Basic,11504,2026-08-07,187,91,0.11,2,34,0,8,0.61,0.11,55,0,0,2025-12-30
ACC-1816,Company-1816,Healthcare,Enterprise,109368,2026-10-19,260,94,0.09,1,35,0,10,0.76,0.29,86,0,0,2025-12-23
ACC-1817,Company-1817,Manufacturing,Pro,34727,2026-03-23,50,84,0.28,1,34,0,9,0.1,0.46,45,0,0,2026-01-17
ACC-1818,Company-1818,Finance,Basic,9382,2026-02-03,2,72,0.37,5,38,0,6,0.59,0.32,54,0,0,2026-01-07
ACC-1819,Company-1819,Manufacturing,Enterprise,150447,2026-11-25,297,97,0.03,1,28,0,8,0.21,0.35,100,0,0,2025-12-22
ACC-1820,Company-1820,Healthcare,Basic,6864,2026-11-24,296,83,0.03,8,29,0,6,0.75,0.98,69,0,1,2026-01-08
ACC-1821,Company-1821,Technology,Enterprise,114226,2026-04-17,75,64,0.16,4,23,1,10,0.64,0.32,42,1,0,2026-01-25
ACC-1822,Company-1822,Retail,Basic,13934,2026-10-04,245,81,0.22,4,12,0,5,0.17,0.61,82,0,0,2026-01-14
ACC-1823,Company-1823,Technology,Enterprise,71911,2026-02-03,2,78,0.16,7,6,0,6,0.37,0.97,55,0,1,2026-01-02
ACC-1824,Company-1824,Finance,Basic,14506,2026-01-08,-24,55,0.18,8,25,1,10,0.59,0.19,66,1,0,2025-12-18
ACC-1825,Company-1825,Manufacturing,Pro,43996,2026-02-07,6,91,0.19,0,6,0,4,0.5,0.7,94,0,0,2025-12-04
ACC-1826,Company-1826,Healthcare,Pro,49804,2026-11-16,288,72,0.49,2,30,0,7,0.56,0.97,25,0,1,2026-01-23
ACC-1827,Company-1827,Finance,Pro,39547,2026-12-02,304,66,0.41,7,5,0,7,0.65,0.71,47,1,0,2026-01-28
ACC-1828,Company-1828,Technology,Enterprise,221551,2026-12-04,306,78,0.41,1,35,0,7,0.9,0.47,10,0,1,2026-01-25
ACC-1829,Company-1829,Retail,Pro,49165,2026-12-30,332,71,0.39,5,3,0,8,0.81,0.3,23,0,1,2025-12-20
ACC-1830,Company-1830,Manufacturing,Basic,16245,2026-08-11,191,68,0.37,7,24,0,8,0.56,0.43,43,0,0,2025-12-29
ACC-1831,Company-1831,Retail,Enterprise,198550,2026-08-02,182,80,0.29,3,10,0,10,0.94,0.83,16,0,1,2025-12-09
ACC-1832,Company-1832,Retail,Enterprise,96202,2026-12-07,309,79,0.18,6,39,0,5,0.81,0.95,20,1,0,2026-01-22
ACC-1833,Company-1833,Technology,Pro,33298,2026-10-08,249,72,0.49,2,40,0,5,0.83,0.38,84,1,0,2026-01-12
ACC-1834,Company-1834,Retail,Pro,30137,2026-10-02,243,68,0.32,8,35,0,6,0.73,0.16,87,0,0,2025-12-16
ACC-1835,Company-1835,Technology,Basic,5093,2026-03-28,55,91,0.1,2,26,0,4,0.84,0.66,54,0,1,2025-12-24
ACC-1836,Company-1836,Finance,Enterprise,64306,2026-05-27,115,68,0.33,8,47,0,6,0.9,0.41,72,0,1,2025-12-18
ACC-1837,Company-1837,Retail,Pro,28535,2026-06-12,131,74,0.41,3,30,0,5,0.75,0.14,39,1,0,2025-12-18
ACC-1838,Company-1838,Finance,Pro,25100,2026-11-10,282,86,0.28,0,22,0,9,0.11,0.59,47,0,0,2025-12-27
ACC-1839,Company-1839,Healthcare,Enterprise,193025,2026-04-26,84,89,0.02,5,14,0,10,0.94,0.51,63,0,1,2026-01-29
ACC-1840,Company-1840,Healthcare,Enterprise,170782,2026-05-07,95,88,0.08,4,9,0,4,0.16,0.15,52,0,0,2025-12-14
ACC-1841,Company-1841,Finance,Enterprise,207483,2026-02-23,22,73,0.43,3,45,0,5,0.32,0.34,87,1,0,2026-01-02
ACC-1842,Company-1842,Manufacturing,Enterprise,58984,2026-05-19,107,95,0.03,2,15,0,6,0.78,0.44,51,0,0,2026-01-13
ACC-1843,Company-1843,Retail,Basic,14942,2026-09-04,215,68,0.33,8,3,0,5,0.23,0.25,86,1,0,2025-12-09
ACC-1844,Company-1844,Technology,Enterprise,235831,2026-04-26,84,64,0.13,5,48,1,9,0.15,0.66,90,1,0,2026-01-03
ACC-1845,Company-1845,Technology,Basic,17337,2026-06-29,148,84,0.24,2,48,0,7,0.7,0.16,58,0,0,2025-12-15
ACC-1846,Company-1846,Technology,Basic,15354,2026-03-01,28,85,0.26,1,44,0,4,0.83,0.41,56,0,1,2026-01-29
ACC-1847,Company-1847,Healthcare,Basic,7950,2026-04-02,60,84,0.16,4,15,0,9,0.35,0.53,63,0,0,2025-12-11
ACC-1848,Company-1848,Manufacturing,Basic,15000,2026-11-27,299,65,0.39,8,16,0,5,0.15,0.82,13,1,0,2026-01-15
ACC-1849,Company-1849,Manufacturing,Pro,46095,2026-11-05,277,74,0.49,1,48,0,6,0.59,0.92,75,0,1,2025-12-16
ACC-1850,Company-1850,Technology,Enterprise,197799,2026-03-12,39,52,0.41,4,43,1,4,0.33,0.61,45,1,0,2025-12-07
ACC-1851,Company-1851,Manufacturing,Basic,15821,2026-03-04,31,90,0.05,4,6,0,4,0.91,0.89,73,0,1,2026-01-16
ACC-1852,Company-1852,Manufacturing,Enterprise,103461,2026-01-11,-21,73,0.39,4,41,0,5,0.5,0.89,50,0,1,2025-12-09
ACC-1853,Company-1853,Finance,Basic,14322,2027-01-20,353,96,0.0,2,25,0,8,0.42,0.11,77,0,0,2026-01-21
ACC-1854,Company-1854,Manufacturing,Pro,31451,2026-03-06,33,85,0.06,6,20,0,8,0.16,0.43,32,0,0,2025-12-19
ACC-1855,Company-1855,Retail,Enterprise,240198,2026-01-03,-29,73,0.43,3,24,0,4,0.69,0.26,79,1,0,2026-01-01
ACC-1856,Company-1856,Technology,Pro,36111,2026-08-26,206,72,0.16,0,40,1,5,0.43,0.79,53,1,0,2026-01-01
ACC-1857,Company-1857,Retail,Enterprise,226226,2026-04-29,87,68,0.4,6,28,0,6,0.68,0.87,72,0,1,2025-12-04
ACC-1858,Company-1858,Manufacturing,Enterprise,177792,2026-02-03,2,55,0.22,7,47,1,5,0.74,0.19,54,1,0,2025-12-20
ACC-1859,Company-1859,Manufacturing,Pro,23275,2026-11-23,295,81,0.06,8,9,0,10,0.43,0.62,44,0,0,2026-01-02
ACC-1860,Company-1860,Retail,Pro,33148,2026-12-24,326,84,0.16,4,37,0,10,0.24,0.88,64,0,1,2026-01-13
ACC-1861,Company-1861,Retail,Basic,9187,2026-08-18,198,62,0.45,8,35,0,7,0.99,0.88,19,1,0,2025-12-15
ACC-1862,Company-1862,Retail,Pro,27460,2026-03-04,31,87,0.19,2,18,0,7,0.2,0.54,34,0,0,2025-12-13
ACC-1863,Company-1863,Technology,Enterprise,61794,2026-02-17,16,91,0.18,0,23,0,8,0.34,0.58,88,0,0,2026-01-04
ACC-1864,Company-1864,Retail,Enterprise,77982,2026-04-04,62,62,0.48,7,42,0,4,0.38,0.61,25,1,0,2025-12-31
ACC-1865,Company-1865,Healthcare,Pro,28803,2026-09-22,233,69,0.18,1,27,1,4,0.79,0.51,87,1,0,2026-01-11
ACC-1866,Company-1866,Healthcare,Pro,26098,2027-01-06,339,91,0.03,4,2,0,6,0.15,0.48,71,0,0,2025-12-27
ACC-1867,Company-1867,Manufacturing,Basic,17486,2026-11-30,302,80,0.09,8,32,0,7,0.97,0.5,78,0,1,2026-01-15
ACC-1868,Company-1868,Technology,Enterprise,226810,2026-04-29,87,82,0.08,7,39,0,10,0.29,0.82,82,0,1,2025-12-12
ACC-1869,Company-1869,Retail,Enterprise,207006,2026-06-05,124,82,0.2,4,10,0,5,0.95,0.43,15,0,1,2025-12-11
ACC-1870,Company-1870,Manufacturing,Basic,15160,2026-07-02,151,92,0.09,2,43,0,4,0.56,0.25,77,0,0,2025-12-30
ACC-1871,Company-1871,Finance,Basic,9617,2026-08-04,184,77,0.19,7,17,0,8,0.86,0.1,82,0,1,2025-12-21
ACC-1872,Company-1872,Healthcare,Enterprise,207488,2026-02-10,9,89,0.11,3,28,0,5,0.32,0.44,10,0,0,2026-01-30
ACC-1873,Company-1873,Retail,Enterprise,52601,2026-10-10,251,74,0.49,1,30,0,7,0.88,0.34,38,0,1,2025-12-13
ACC-1874,Company-1874,Healthcare,Pro,30317,2026-02-23,22,65,0.23,2,33,1,10,0.76,0.43,52,1,0,2025-12-25
ACC-1875,Company-1875,Finance,Enterprise,149517,2026-03-20,47,79,0.38,1,23,0,10,0.78,0.45,50,0,0,2026-01-19
ACC-1876,Company-1876,Retail,Enterprise,171834,2026-11-03,275,76,0.36,3,44,0,4,0.26,0.57,20,0,0,2026-01-30
ACC-1877,Company-1877,Retail,Pro,45283,2026-10-16,257,93,0.15,0,12,0,9,0.47,0.87,17,0,1,2025-12-10
ACC-1878,Company-1878,Technology,Pro,42391,2026-08-23,203,63,0.42,8,27,0,4,0.46,0.74,40,1,0,2026-01-22
ACC-1879,Company-1879,Retail,Enterprise,186903,2026-06-16,135,87,0.18,2,19,0,8,0.55,0.93,32,0,1,2026-01-24
ACC-1880,Company-1880,Healthcare,Enterprise,162824,2026-02-20,19,74,0.48,1,19,0,8,0.29,0.18,37,0,0,2026-01-04
ACC-1881,Company-1881,Technology,Enterprise,172492,2026-12-28,330,81,0.07,8,19,0,9,0.63,0.23,37,0,0,2026-01-06
ACC-1882,Company-1882,Technology,Basic,14663,2026-12-01,303,71,0.47,3,11,0,8,0.91,0.69,34,0,1,2025-12-27
ACC-1883,Company-1883,Technology,Pro,33451,2027-01-22,355,62,0.44,8,12,0,5,0.67,0.6,13,1,0,2026-01-13
ACC-1884,Company-1884,Manufacturing,Basic,7639,2026-06-20,139,83,0.18,4,41,0,5,0.22,0.68,70,0,0,2026-01-10
ACC-1885,Company-1885,Healthcare,Enterprise,222756,2026-10-01,242,87,0.07,5,25,0,5,0.25,0.59,71,0,0,2025-12-12
ACC-1886,Company-1886,Technology,Enterprise,115216,2026-06-19,138,71,0.43,4,42,0,8,0.61,0.69,76,0,0,2026-01-21
ACC-1887,Company-1887,Healthcare,Pro,49808,2026-11-29,301,85,0.22,2,24,0,6,0.99,1.0,97,0,1,2025-12-10
ACC-1888,Company-1888,Technology,Basic,9652,2026-11-01,273,85,0.02,7,24,0,10,0.79,0.99,29,0,1,2026-01-26
ACC-1889,Company-1889,Healthcare,Basic,7119,2026-04-19,77,92,0.12,1,39,0,4,0.82,0.48,47,0,1,2026-01-30
ACC-1890,Company-1890,Technology,Enterprise,81689,2026-09-26,237,83,0.11,6,29,0,6,0.77,0.92,18,0,1,2025-12-22
ACC-1891,Company-1891,Retail,Enterprise,145822,2026-03-18,45,91,0.07,3,20,0,6,0.45,0.64,61,0,0,2026-01-22
ACC-1892,Company-1892,Technology,Pro,26002,2026-06-14,133,98,0.01,1,29,0,5,0.23,0.65,64,0,0,2026-01-16
ACC-1893,Company-1893,Manufacturing,Enterprise,173271,2026-04-21,79,74,0.33,5,32,0,5,0.12,0.42,14,0,0,2025-12-29
ACC-1894,Company-1894,Retail,Basic,11021,2026-02-02,1,69,0.42,5,30,0,7,0.77,0.39,54,0,0,2025-12-30
ACC-1895,Company-1895,Retail,Pro,29782,2026-10-13,254,97,0.02,1,33,0,6,0.67,0.25,97,0,0,2025-12-22
ACC-1896,Company-1896,Retail,Pro,40592,2027-02-01,365,78,0.24,5,2,0,5,0.96,0.19,40,0,1,2025-12-11
ACC-1897,Company-1897,Manufacturing,Pro,27436,2026-07-25,174,69,0.34,7,31,0,10,0.41,0.99,13,0,1,2025-12-04
ACC-1898,Company-1898,Finance,Basic,18891,2026-11-10,282,81,0.34,1,46,0,9,0.17,0.7,80,0,0,2026-01-16
ACC-1899,Company-1899,Manufacturing,Enterprise,158982,2027-01-06,339,86,0.04,6,30,0,5,0.57,0.62,59,1,0,2025-12-05
ACC-1900,Company-1900,Manufacturing,Enterprise,74281,2026-04-12,70,83,0.07,7,32,0,10,0.71,0.71,56,0,0,2026-01-16
ACC-1901,Company-1901,Healthcare,Enterprise,235522,2026-11-29,301,79,0.14,7,19,0,4,0.78,0.85,59,1,0,2026-01-21
ACC-1902,Company-1902,Retail,Pro,34472,2026-07-11,160,74,0.32,5,25,0,10,0.14,0.6,81,0,0,2025-12-26
ACC-1903,Company-1903,Technology,Enterprise,224322,2026-03-05,32,76,0.2,7,37,0,10,0.19,0.92,52,0,1,2025-12-06
ACC-1904,Company-1904,Manufacturing,Basic,10976,2026-07-22,171,70,0.44,4,41,0,10,0.18,0.72,95,0,0,2026-01-19
ACC-1905,Company-1905,Healthcare,Basic,10150,2026-10-17,258,93,0.03,3,32,0,4,0.64,0.49,36,0,0,2025-12-08
ACC-1906,Company-1906,Technology,Pro,35189,2026-02-03,2,80,0.33,2,36,0,4,0.82,0.84,22,0,1,2026-01-23
ACC-1907,Company-1907,Finance,Basic,18436,2026-10-14,255,58,0.17,7,20,1,7,0.25,0.86,67,1,0,2026-01-02
ACC-1908,Company-1908,Retail,Enterprise,165689,2026-08-11,191,82,0.32,1,23,0,7,0.89,0.76,74,0,1,2025-12-08
ACC-1909,Company-1909,Retail,Basic,12198,2026-05-08,96,69,0.38,6,26,0,5,0.64,0.34,76,1,0,2025-12-12
ACC-1910,Company-1910,Technology,Basic,8261,2026-12-12,314,89,0.07,4,48,0,7,0.91,0.93,43,0,1,2026-01-16
ACC-1911,Company-1911,Manufacturing,Pro,33150,2026-06-04,123,75,0.42,2,17,0,8,0.14,0.35,72,0,0,2025-12-13
ACC-1912,Company-1912,Healthcare,Enterprise,206920,2026-03-02,29,63,0.42,8,20,0,5,0.44,0.28,97,1,0,2026-01-01
ACC-1913,Company-1913,Healthcare,Pro,37537,2026-01-07,-25,85,0.1,5,17,0,9,0.99,0.43,60,0,1,2026-01-03
ACC-1914,Company-1914,Healthcare,Enterprise,147233,2026-09-19,230,74,0.36,4,35,0,4,0.51,0.46,91,0,0,2025-12-09
ACC-1915,Company-1915,Manufacturing,Basic,15118,2026-10-30,271,71,0.35,6,22,0,4,0.45,0.64,14,1,0,2025-12-18
ACC-1916,Company-1916,Technology,Enterprise,241768,2026-04-06,64,96,0.05,1,8,0,9,0.57,0.53,41,0,0,2025-12-20
ACC-1917,Company-1917,Technology,Enterprise,217023,2026-06-11,130,79,0.38,1,31,0,8,0.91,0.36,47,0,1,2026-01-19
ACC-1918,Company-1918,Retail,Pro,44224,2026-02-17,16,79,0.43,0,13,0,9,0.91,0.24,75,0,1,2025-12-25
ACC-1919,Company-1919,Retail,Basic,19545,2026-12-18,320,44,0.45,7,48,1,5,0.26,0.63,44,1,0,2026-01-20
ACC-1920,Company-1920,Healthcare,Basic,18983,2026-11-16,288,94,0.05,2,45,0,10,0.91,0.96,90,0,1,2025-12-20
ACC-1921,Company-1921,Retail,Enterprise,215139,2026-03-12,39,99,0.03,0,45,0,9,0.69,0.25,15,0,0,2025-12-22
ACC-1922,Company-1922,Retail,Enterprise,128178,2026-02-03,2,81,0.26,3,16,0,5,0.32,0.66,98,0,0,2025-12-13
ACC-1923,Company-1923,Finance,Enterprise,196029,2026-07-07,156,65,0.39,8,6,0,8,0.93,0.46,74,0,1,2025-12-05
ACC-1924,Company-1924,Manufacturing,Pro,43561,2026-07-08,157,73,0.22,8,41,0,10,0.57,0.55,87,0,0,2026-01-09
ACC-1925,Company-1925,Manufacturing,Pro,26197,2026-02-20,19,94,0.05,2,42,0,7,0.62,0.42,24,0,0,2026-01-04
ACC-1926,Company-1926,Technology,Basic,7058,2026-10-03,244,72,0.48,2,5,0,5,0.72,0.12,98,1,0,2025-12-12
ACC-1927,Company-1927,Finance,Enterprise,122082,2026-12-19,321,82,0.13,6,8,0,10,0.71,0.87,70,0,1,2025-12-29
ACC-1928,Company-1928,Healthcare,Basic,12635,2026-05-22,110,66,0.37,8,42,0,4,0.89,0.23,16,1,0,2026-01-01
ACC-1929,Company-1929,Retail,Pro,36260,2026-09-29,240,78,0.33,3,3,0,9,0.18,0.38,64,0,0,2026-01-04
ACC-1930,Company-1930,Retail,Enterprise,180923,2026-08-23,203,82,0.05,8,39,0,5,0.74,0.75,15,1,0,2025-12-27
ACC-1931,Company-1931,Technology,Pro,36010,2026-06-29,148,65,0.46,6,6,0,6,0.33,0.58,10,1,0,2026-01-23
ACC-1932,Company-1932,Technology,Enterprise,114643,2026-01-30,-2,94,0.01,3,20,0,9,0.78,0.95,30,0,1,2025-12-30
ACC-1933,Company-1933,Manufacturing,Enterprise,189387,2026-06-04,123,75,0.38,3,25,0,10,0.38,0.89,15,0,1,2026-01-11
ACC-1934,Company-1934,Technology,Pro,40507,2026-05-20,108,67,0.35,8,30,0,4,0.41,0.51,47,1,0,2026-01-30
ACC-1935,Company-1935,Technology,Pro,24318,2026-05-12,100,80,0.0,0,3,1,6,0.49,0.99,58,1,0,2025-12-08
ACC-1936,Company-1936,Manufacturing,Enterprise,91965,2026-08-19,199,75,0.18,8,25,0,8,0.62,0.48,54,0,0,2026-01-26
ACC-1937,Company-1937,Manufacturing,Pro,48539,2026-07-02,151,78,0.36,2,47,0,4,0.38,0.49,79,0,0,2025-12-20
ACC-1938,Company-1938,Retail,Enterprise,183561,2026-11-22,294,76,0.29,5,38,0,5,0.68,0.5,59,0,0,2026-01-30
ACC-1939,Company-1939,Manufacturing,Enterprise,206664,2026-05-18,106,77,0.31,4,23,0,4,0.81,0.35,93,0,1,2025-12-21
ACC-1940,Company-1940,Healthcare,Pro,32593,2026-09-17,228,76,0.25,6,16,0,7,0.94,0.37,82,0,1,2026-01-01
ACC-1941,Company-1941,Retail,Basic,6990,2026-09-12,223,75,0.31,5,29,0,8,0.36,0.36,40,0,0,2025-12-28
ACC-1942,Company-1942,Finance,Enterprise,227481,2026-09-01,212,80,0.09,8,21,0,5,0.29,0.77,86,1,0,2025-12-07
ACC-1943,Company-1943,Technology,Enterprise,231500,2026-10-02,243,79,0.23,5,19,0,4,0.35,0.31,82,0,0,2026-01-17
ACC-1944,Company-1944,Retail,Enterprise,180082,2026-02-25,24,80,0.28,3,31,0,5,0.14,0.2,99,0,0,2025-12-19
ACC-1945,Company-1945,Manufacturing,Enterprise,173658,2026-03-26,53,77,0.19,7,12,0,5,0.61,0.71,81,1,0,2026-01-03
ACC-1946,Company-1946,Manufacturing,Pro,24239,2026-02-23,22,80,0.33,2,29,0,4,0.38,0.7,75,0,0,2026-01-01
ACC-1947,Company-1947,Healthcare,Enterprise,77414,2026-07-18,167,70,0.29,8,21,0,10,0.97,0.94,43,0,1,2026-01-07
ACC-1948,Company-1948,Retail,Basic,17860,2026-12-23,325,94,0.04,2,15,0,10,0.83,0.33,17,0,1,2025-12-13
ACC-1949,Company-1949,Technology,Pro,41142,2026-02-16,15,69,0.18,1,35,1,7,0.61,0.9,54,1,0,2025-12-16
ACC-1950,Company-1950,Technology,Basic,15101,2026-03-18,45,76,0.25,6,3,0,5,0.54,1.0,61,1,0,2026-01-01
ACC-1951,Company-1951,Healthcare,Enterprise,159182,2027-01-26,359,78,0.2,6,7,0,8,0.7,0.6,62,0,0,2026-01-22
ACC-1952,Company-1952,Retail,Pro,46464,2026-03-05,32,62,0.12,6,44,1,5,0.39,0.81,47,1,0,2025-12-18
ACC-1953,Company-1953,Healthcare,Enterprise,215515,2026-06-01,120,74,0.4,3,11,0,5,0.37,0.41,11,0,0,2025-12-14
ACC-1954,Company-1954,Finance,Enterprise,155683,2026-12-31,333,82,0.28,2,42,0,9,0.33,0.58,24,0,0,2026-01-28
ACC-1955,Company-1955,Healthcare,Enterprise,132794,2026-02-20,19,88,0.21,1,18,0,5,0.82,0.27,69,0,1,2026-01-26
ACC-1956,Company-1956,Healthcare,Basic,11231,2026-06-17,136,83,0.03,8,20,0,6,0.9,0.91,15,0,1,2026-01-13
ACC-1957,Company-1957,Finance,Pro,23130,2026-10-16,257,89,0.14,2,26,0,8,0.52,0.82,45,0,1,2025-12-25
ACC-1958,Company-1958,Finance,Enterprise,91419,2026-10-11,252,96,0.09,0,11,0,5,0.73,0.91,94,0,1,2025-12-06
ACC-1959,Company-1959,Manufacturing,Enterprise,161755,2026-12-12,314,91,0.02,4,25,0,9,0.3,0.94,81,0,1,2025-12-15
ACC-1960,Company-1960,Manufacturing,Pro,46722,2026-11-25,297,94,0.01,3,29,0,9,0.53,0.45,79,0,0,2026-01-17
ACC-1961,Company-1961,Healthcare,Basic,6259,2026-10-28,269,69,0.46,4,29,0,9,0.83,0.84,63,0,1,2026-01-18
ACC-1962,Company-1962,Healthcare,Basic,10000,2026-08-28,208,90,0.01,5,14,0,5,1.0,0.73,97,0,1,2025-12-17
ACC-1963,Company-1963,Retail,Pro,33507,2026-09-19,230,68,0.37,7,34,0,7,0.97,0.52,55,0,1,2026-01-24
ACC-1964,Company-1964,Retail,Basic,9836,2026-06-03,122,81,0.14,6,45,0,5,0.5,0.91,64,1,0,2025-12-09
ACC-1965,Company-1965,Technology,Basic,12878,2026-12-19,321,81,0.27,3,38,0,6,0.23,0.89,67,0,1,2025-12-25
ACC-1966,Company-1966,Retail,Enterprise,233104,2026-07-19,168,86,0.2,2,26,0,10,0.51,0.64,89,0,0,2026-01-17
ACC-1967,Company-1967,Manufacturing,Basic,5415,2026-04-02,60,83,0.15,5,15,0,5,0.73,0.89,80,0,1,2026-01-16
ACC-1968,Company-1968,Manufacturing,Enterprise,148813,2026-07-18,167,78,0.29,4,45,0,6,0.7,0.11,24,0,0,2025-12-08
ACC-1969,Company-1969,Manufacturing,Basic,9608,2026-03-17,44,90,0.08,3,38,0,5,0.88,0.45,52,0,1,2026-01-06
ACC-1970,Company-1970,Finance,Pro,36059,2026-03-26,53,91,0.11,2,9,0,5,0.26,0.73,25,0,0,2026-01-19
ACC-1971,Company-1971,Technology,Basic,9191,2026-11-02,274,83,0.26,2,48,0,5,0.58,0.57,39,0,0,2025-12-08
ACC-1972,Company-1972,Manufacturing,Pro,22662,2026-09-27,238,91,0.11,2,2,0,4,0.52,0.25,33,0,0,2026-01-03
ACC-1973,Company-1973,Technology,Basic,18317,2026-02-11,10,78,0.36,2,41,0,5,0.66,0.76,19,0,1,2025-12-09
ACC-1974,Company-1974,Technology,Pro,43371,2026-08-25,205,89,0.19,1,7,0,9,0.67,0.59,89,0,0,2025-12-07
ACC-1975,Company-1975,Technology,Basic,12693,2026-11-01,273,75,0.3,5,5,0,10,0.92,0.73,35,0,1,2025-12-16
ACC-1976,Company-1976,Finance,Basic,17979,2026-12-28,330,80,0.29,3,8,0,4,0.49,0.51,39,0,0,2026-01-08
ACC-1977,Company-1977,Technology,Enterprise,222907,2026-05-31,119,87,0.02,6,48,0,10,0.16,0.4,97,0,0,2025-12-13
ACC-1978,Company-1978,Healthcare,Enterprise,90239,2026-04-13,71,72,0.44,3,5,0,5,0.73,0.25,83,1,0,2025-12-19
ACC-1979,Company-1979,Manufacturing,Enterprise,70603,2026-03-26,53,90,0.2,0,29,0,8,0.99,0.97,35,0,1,2025-12-18
ACC-1980,Company-1980,Manufacturing,Basic,17135,2026-09-04,215,64,0.4,8,20,0,6,0.76,0.77,10,0,1,2026-01-09
ACC-1981,Company-1981,Finance,Enterprise,123934,2027-01-14,347,90,0.04,4,28,0,5,0.24,0.24,46,0,0,2026-01-07
ACC-1982,Company-1982,Technology,Pro,31490,2026-08-01,181,73,0.42,3,33,0,5,0.71,0.85,97,1,0,2025-12-07
ACC-1983,Company-1983,Finance,Basic,7903,2026-11-25,297,91,0.02,4,11,0,8,0.82,0.97,13,0,1,2025-12-22
ACC-1984,Company-1984,Technology,Basic,19005,2026-09-07,218,89,0.14,2,14,0,8,0.79,1.0,51,0,1,2025-12-05
ACC-1985,Company-1985,Retail,Enterprise,137103,2026-08-06,186,84,0.25,2,41,0,8,0.49,0.65,10,0,0,2026-01-19
ACC-1986,Company-1986,Finance,Pro,35722,2026-02-05,4,96,0.04,1,8,0,5,0.49,0.6,10,0,0,2026-01-14
ACC-1987,Company-1987,Finance,Basic,10520,2026-12-02,304,95,0.02,2,44,0,10,0.35,0.94,57,0,1,2025-12-11
ACC-1988,Company-1988,Healthcare,Basic,18438,2027-01-31,364,70,0.4,5,15,0,4,0.74,0.19,80,0,0,2026-01-12
ACC-1989,Company-1989,Retail,Enterprise,170111,2026-06-19,138,89,0.18,1,21,0,8,0.47,0.83,17,0,1,2026-01-22
ACC-1990,Company-1990,Finance,Enterprise,178120,2026-11-21,293,80,0.08,8,33,0,8,0.35,0.11,38,0,0,2025-12-28
